index	form	lemma	signature	pos	framename	frameID	origin
481	agency	agency	agency.n	n	Organization	1371	training
482	agent	agent	agent.n	n	Active_substance	1322	FN
483	agent	agent	agent.n	n	Active_substance	1322	training
484	agent	agent	agent.n	n	Intentionally_act	198	FN
485	agent	agent	agent.n	n	People_by_vocation	1071	FN
486	agents	agent	agent.n	n	Active_substance	1322	training
487	agents	agent	agent.n	n	People_by_vocation	1071	training
488	ages	age	age.n	n	Calendric_unit	229	training
489	agglutinate	agglutinate	agglutinate.v	v	Attaching	197	FN
490	agglutinate	agglutinate	agglutinate.v	v	Inchoative_attaching	306	FN
491	aggrandizement	aggrandizement	aggrandizement.n	n	Cause_expansion	77	FN
492	aggravate	aggravate	aggravate.v	v	Experiencer_obj	47	FN
493	aggravating	aggravating	aggravating.a	a	Stimulus_focus	364	FN
494	aggravation	aggravation	aggravation.n	n	Stimulus_focus	364	FN
495	aggrieve	aggrieve	aggrieve.v	v	Experiencer_obj	47	FN
496	aging	aging	aging.a	a	Aging	1919	FN
497	aging	aging	aging.a	a	Aging	1919	training
498	agitated	agitated	agitated.a	a	Emotion_directed	46	FN
499	agitation	agitation	agitation.n	n	Emotion_directed	46	FN
500	agnomen	agnomen	agnomen.n	n	Being_named	228	FN
501	ago	ago	ago.prep	prep	Time_vector	379	FN
502	ago	ago	ago.prep	prep	Time_vector	379	training
503	agonize	agonize	agonize.v	v	Emotion_active	45	FN
504	agonize	agonize	agonize.v	v	Experiencer_obj	47	FN
505	agonized	agonized	agonized.a	a	Emotion_directed	46	FN
506	agonizing	agonizing	agonizing.a	a	Stimulus_focus	364	FN
507	agony	agony	agony.n	n	Emotion_directed	46	FN
508	agree	agree	agree.v	v	Agree_or_refuse_to_act	1625	FN
509	agree	agree	agree.v	v	Agree_or_refuse_to_act	1625	training
510	agree	agree	agree.v	v	Be_in_agreement_on_assessment	1496	FN
511	agree	agree	agree.v	v	Compatibility	360	FN
512	agree	agree	agree.v	v	Make_agreement_on_action	1342	FN
513	agree	agree	agree.v	v	Make_agreement_on_action	1342	training
514	agreeable	agreeable	agreeable.a	a	Stimulus_focus	364	FN
515	agreeable	agreeable	agreeable.a	a	Stimulus_focus	364	training
516	agreed	agree	agree.v	v	Agree_or_refuse_to_act	1625	training
517	agreed	agree	agree.v	v	Be_in_agreement_on_assessment	1496	training
518	agreed	agree	agree.v	v	Make_agreement_on_action	1342	training
519	agreement	agreement	agreement.n	n	Be_in_agreement_on_action	1380	FN
520	agreement	agreement	agreement.n	n	Be_in_agreement_on_action	1380	training
521	agreement	agreement	agreement.n	n	Be_in_agreement_on_assessment	1496	FN
522	agreement	agreement	agreement.n	n	Documents	560	FN
523	agreement	agreement	agreement.n	n	Documents	560	training
524	agreement	agreement	agreement.n	n	Make_agreement_on_action	1342	FN
525	agreement	agreement	agreement.n	n	Make_agreement_on_action	1342	training
526	agreements	agreement	agreement.n	n	Documents	560	training
527	agreements	agreement	agreement.n	n	Make_agreement_on_action	1342	training
528	ahead	ahead	ahead.adv	adv	Relative_time	81	FN
529	aid	aid	aid.v	v	Assistance	391	FN
530	aid	aid	aid.v	v	Assistance	391	training
531	aid	aid	aid_((act)).n	n	Assistance	391	FN
532	aid	aid	aid_((act)).n	n	Assistance	391	training
533	aid	aid	aid_((entity)).n	n	Assistance	391	FN
534	aid	aid	aid_((entity)).n	n	Assistance	391	training
535	aid_and_abet	aid_and_abet	aid_and_abet.v	v	Assistance	391	FN
536	aiding	aid	aid.v	v	Assistance	391	training
537	ail	ail	ail.v	v	Perception_body	68	FN
538	ailment	ailment	ailment.n	n	Medical_conditions	239	FN
539	ailments	ailment	ailment.n	n	Medical_conditions	239	training
540	aim	aim	aim.n	n	Aiming	1901	FN
541	aim	aim	aim.n	n	Purpose	513	FN
542	aim	aim	aim.n	n	Purpose	513	training
543	aim	aim	aim.v	v	Aiming	1901	FN
544	aim	aim	aim.v	v	Purpose	513	FN
545	aim	aim	aim.v	v	Purpose	513	training
546	aimed	aim	aim.v	v	Purpose	513	training
547	aims	aim	aim.v	v	Purpose	513	training
548	air	air	air.v	v	Expressing_publicly	1622	FN
549	air	take to the air	take to the air.v	v	Self_motion	64	training
550	air force	air force	air force.n	n	Military	1514	FN
551	air force	air force	air force.n	n	Military	1514	training
552	airfield	airfield	airfield.n	n	Locale_by_use	196	FN
553	airfields	airfield	airfield.n	n	Locale_by_use	196	training
554	airport	airport	airport.n	n	Buildings	173	FN
555	airport	airport	airport.n	n	Buildings	173	training
556	aka	aka	aka.a	a	Being_named	228	FN
557	alarm	alarm	alarm.n	n	Noise_makers	1017	FN
558	alarm	alarm	alarm.n	n	Noise_makers	1017	training
559	alarm	alarm	alarm.v	v	Experiencer_obj	47	FN
560	alarmed	alarm	alarm.v	v	Experiencer_obj	47	training
561	alarmed	alarmed	alarmed.a	a	Emotion_directed	46	FN
562	alarming	alarming	alarming.a	a	Stimulus_focus	364	FN
563	alarming	alarming	alarming.a	a	Stimulus_focus	364	training
564	alb	alb	alb.n	n	Clothing	134	FN
565	albino	albino	albino.a	a	Body_description_part	235	FN
566	albino	albino	albino.n	n	Body_description_part	235	FN
567	alcohol	alcohol	alcohol.n	n	Intoxicants	390	FN
568	alcoholic	alcoholic	alcoholic.n	n	Addiction	213	FN
569	alcoholic	alcoholic	alcoholic.n	n	Addiction	213	training
570	alcoholism	alcoholism	alcoholism.n	n	Addiction	213	FN
571	alert	alert	alert.a	a	Attention	791	FN
572	alert	alert	alert.a	a	Attention	791	training
573	alias	alias	alias.n	n	Being_named	228	FN
574	alienating	alienating	alienating.a	a	Stimulus_focus	364	FN
575	alight	alight	alight.a	a	Setting_fire	283	FN
576	alight	alight	alight.v	v	Disembarking	1634	FN
577	alike	alike	alike.a	a	Similarity	481	FN
578	alive	alive	alive.a	a	Dead_or_alive	310	FN
579	alive	alive	alive.a	a	Dead_or_alive	310	training
580	all	all	all.a	a	Quantity	189	FN
581	all	all	all.a	a	Quantity	189	training
582	all about	all about	all about.prep	prep	Emotion_directed	46	FN
583	all over	all over	all over.prep	prep	Locative_relation	199	FN
584	all over	all over	all over.prep	prep	Locative_relation	199	training
585	all the time	all the time	all the time.adv	adv	Frequency	80	FN
586	all the time	all the time	all the time.adv	adv	Frequency	80	training
587	allegation	allegation	allegation.n	n	Statement	43	FN
588	allegation	allegation	allegation.n	n	Statement	43	training
589	allegations	allegation	allegation.n	n	Statement	43	training
590	allege	allege	allege.v	v	Statement	43	FN
591	alleged	allege	allege.v	v	Statement	43	training
592	alleged	alleged	alleged.a	a	Unattributed_information	1154	FN
593	alleged	alleged	alleged.a	a	Unattributed_information	1154	training
594	allegedly	allegedly	allegedly.adv	adv	Unattributed_information	1154	FN
595	allegedly	allegedly	allegedly.adv	adv	Unattributed_information	1154	training
596	alleges	allege	allege.v	v	Statement	43	training
597	allergic	allergic	allergic.a	a	Health_response	52	FN
598	allergist	allergist	allergist.n	n	Medical_professionals	255	FN
599	allergy	allergy	allergy.n	n	Health_response	52	FN
600	alleviate	alleviate	alleviate.v	v	Cure	50	FN
601	alleviate	alleviate	alleviate.v	v	Cure	50	training
602	alleviation	alleviation	alleviation.n	n	Cure	50	FN
603	alliance	alliance	alliance.n	n	Alliance	1574	FN
604	alliance	alliance	alliance.n	n	Alliance	1574	training
605	alliances	alliance	alliance.n	n	Alliance	1574	training
606	allonym	allonym	allonym.n	n	Being_named	228	FN
607	allopathy	allopathy	allopathy.n	n	Medical_specialties	256	FN
608	allow	allow	allow.v	v	Grant_permission	506	FN
609	allow	allow	allow.v	v	Grant_permission	506	training
610	allow	allow	allow.v	v	Make_possible_to_do	2011	FN
611	allow	allow	allow.v	v	Permitting	515	FN
612	allow	allow	allow.v	v	Permitting	515	training
613	allow	allow	allow.v	v	Statement	43	FN
614	allowed	allow	allow.v	v	Grant_permission	506	training
615	allowed	allow	allow.v	v	Permitting	515	training
616	allowing	allow	allow.v	v	Grant_permission	506	training
617	allows	allow	allow.v	v	Grant_permission	506	training
618	allows	allow	allow.v	v	Permitting	515	training
619	almond	almond	almond.n	n	Food	277	FN
620	almost	almost	almost.prep	prep	Relational_quantity	1923	FN
621	almost	almost	almost.prep	prep	Relational_quantity	1923	training
622	along	along	along.prep	prep	Locative_relation	199	FN
623	along	along	along.prep	prep	Locative_relation	199	training
624	along	along with	along with.prep	prep	Accompaniment	258	training
625	along with	along with	along with.prep	prep	Accompaniment	258	FN
626	along with	along with	along with.prep	prep	Accompaniment	258	training
627	already	already	already.adv	adv	Time_vector	379	FN
628	already	already	already.adv	adv	Time_vector	379	training
629	also_known_as	also_known_as	also_known_as.a	a	Being_named	228	FN
630	altar	altar	altar.n	n	Building_subparts	188	FN
631	altar	altar	altar.n	n	Building_subparts	188	training
632	alter	alter	alter.v	v	Cause_change	683	FN
633	alter	alter	alter.v	v	Cause_change	683	training
634	alteration	alteration	alteration.n	n	Cause_change	683	FN
635	altercation	altercation	altercation.n	n	Hostile_encounter	93	FN
636	altercation	altercation	altercation.n	n	Quarreling	710	FN
637	altering	alter	alter.v	v	Cause_change	683	training
638	alternative	alternative	alternative.n	n	Possibilities	1931	FN
639	alternative	alternative	alternative.n	n	Possibilities	1931	training
640	although	although	although.scon	scon	Concessive	2150	FN
641	although	although	although.scon	scon	Concessive	2150	training
642	aluminum	aluminum	aluminum.n	n	Substance	1321	FN
643	aluminum	aluminum	aluminum.n	n	Substance	1321	training
644	always	always	always.adv	adv	Frequency	80	FN
645	always	always	always.adv	adv	Frequency	80	training
646	amalgamate	amalgamate	amalgamate.v	v	Amalgamation	790	FN
647	amalgamate	amalgamate	amalgamate.v	v	Cause_to_amalgamate	13	FN
648	amass	amass	amass.v	v	Amassing	1482	FN
649	amass	amass	amass.v	v	Come_together	730	FN
650	amass	amass	amass.v	v	Gathering_up	260	FN
651	amateur	amateur	amateur.a	a	Expertise	136	FN
652	amateur	amateur	amateur.n	n	Expertise	136	FN
653	amateurs	amateur	amateur.n	n	Expertise	136	training
654	amaze	amaze	amaze.v	v	Experiencer_obj	47	FN
655	amazing	amazing	amazing.a	a	Desirability	354	FN
656	amazing	amazing	amazing.a	a	Stimulus_focus	364	FN
657	amazing	amazing	amazing.a	a	Stimulus_focus	364	training
658	ambiguous	ambiguous	ambiguous.a	a	Linguistic_meaning	406	FN
659	ambition	ambition	ambition.n	n	Desiring	366	FN
660	ambition	ambition	ambition.n	n	Desiring	366	training
661	ambitions	ambition	ambition.n	n	Desiring	366	training
662	amble	amble	amble.v	v	Self_motion	64	FN
663	ambrosial	ambrosial	ambrosial.a	a	Chemical-sense_description	271	FN
664	ambush	ambush	ambush.n	n	Attack	424	FN
665	ambush	ambush	ambush.n	n	Attack	424	training
666	ambush	ambush	ambush.v	v	Attack	424	FN
667	amends	amends	amends.n	n	Reparation	400	FN
668	amerce	amerce	amerce.v	v	Fining	223	FN
669	american	american	american.a	a	Origin	1103	FN
670	american	american	american.a	a	Origin	1103	training
671	americans	American	American.n	n	People_by_origin	974	training
672	americans	American	American_(N_and_S_Am).n	n	People_by_origin	974	training
673	amiable	amiable	amiable.a	a	Social_interaction_evaluation	372	FN
674	amid	amid	amid.prep	prep	Locative_relation	199	FN
675	amid	amid	amid.prep	prep	Locative_relation	199	training
676	amigo	amigo	amigo.n	n	Personal_relationship	102	FN
677	amigo	amigo	amigo.n	n	Personal_relationship	102	training
678	ammo	ammo	ammo.n	n	Ammunition	1565	FN
679	ammunition	ammunition	ammunition.n	n	Ammunition	1565	FN
680	amnesia	amnesia	amnesia.n	n	Medical_conditions	239	FN
681	among	among	among.prep	prep	Be_subset_of	1818	FN
682	among	among	among.prep	prep	Be_subset_of	1818	training
683	among	among	among.prep	prep	Inclusion	1153	FN
684	among	among	among.prep	prep	Inclusion	1153	training
685	among	among	among.prep	prep	Locative_relation	199	FN
686	among	among	among.prep	prep	Locative_relation	199	training
687	amongst	amongst	amongst.prep	prep	Inclusion	1153	FN
688	amorous	amorous	amorous.a	a	Biological_urge	394	FN
689	amount	amount	amount.n	n	Quantity	189	FN
690	amount	amount	amount.n	n	Quantity	189	training
691	amount	amount	amount.v	v	Amounting_to	602	FN
692	amount	amount	amount.v	v	Being_in_category	1820	FN
693	amounts	amount	amount.n	n	Quantity	189	training
694	amphetamine	amphetamine	amphetamine.n	n	Intoxicants	390	FN
695	amphora	amphora	amphora.n	n	Containers	78	FN
696	ample	ample	ample.a	a	Sufficiency	342	FN
697	ample	ample	ample.a	a	Sufficiency	342	training
698	ampule	ampule	ampule.n	n	Containers	78	FN
699	amuse	amuse	amuse.v	v	Cause_to_experience	288	FN
700	amused	amused	amused.a	a	Emotion_directed	46	FN
701	amusement	amusement	amusement.n	n	Emotion_directed	46	FN
702	amusing	amusing	amusing.a	a	Stimulus_focus	364	FN
703	amusing	amusing	amusing.a	a	Stimulus_focus	364	training
704	an	a lot	a lot.n	n	Quantity	189	training
705	an	come to a end	come to a end.v	v	Process_end	232	training
706	an	put an end to	put an end to.v	v	Cause_to_end	1149	training
707	analyse	analyse	analyse.v	v	Scrutiny	31	FN
708	analysis	analysis	analysis.n	n	Scrutiny	31	FN
709	analysis	analysis	analysis.n	n	Scrutiny	31	training
710	analyst	analyst	analyst.n	n	Scrutiny	31	FN
711	analyst	analyst	analyst.n	n	Scrutiny	31	training
712	analysts	analyst	analyst.n	n	Scrutiny	31	training
713	analytic	analytic	analytic.a	a	Scrutiny	31	FN
714	analytic	analytic	analytic.a	a	Scrutiny	31	training
715	ancestor	ancestor	ancestor.n	n	Kinship	104	FN
716	ancestors	ancestor	ancestor.n	n	Kinship	104	training
717	ancestral	ancestral	ancestral.a	a	Kinship	104	FN
718	anchor	anchor	anchor.v	v	Attaching	197	FN
719	anchored	anchored	anchored.a	a	Being_attached	307	FN
720	anchored	anchored	anchored.a	a	Being_attached	307	training
721	ancient	ancient	ancient.a	a	Age	972	FN
722	ancient	ancient	ancient.a	a	Age	972	training
723	ancient	ancient	ancient.a	a	Temporal_collocation	1895	FN
724	ancient	ancient	ancient.a	a	Temporal_collocation	1895	training
725	anesthesiologist	anesthesiologist	anesthesiologist.n	n	Medical_professionals	255	FN
726	anger	anger	anger.n	n	Emotion_directed	46	FN
727	anger	anger	anger.n	n	Emotion_directed	46	training
728	anger	anger	anger.v	v	Experiencer_obj	47	FN
729	angle	angle	angle.v	v	Motion_directional	362	FN
730	angle	angle	angle.v	v	Path_shape	61	FN
731	angry	angry	angry.a	a	Emotion_directed	46	FN
732	anguish	anguish	anguish.n	n	Emotion_directed	46	FN
733	anguished	anguished	anguished.a	a	Emotion_directed	46	FN
734	angular	angular	angular.a	a	Body_description_holistic	157	FN
735	anhydrate	anhydrate	anhydrate.v	v	Cause_to_be_dry	337	FN
736	ankle	ankle	ankle.n	n	Observable_body_parts	119	FN
737	anklet	anklet	anklet.n	n	Accoutrements	158	FN
738	annihilate	annihilate	annihilate.v	v	Destroying	417	FN
739	annihilate	annihilate	annihilate.v	v	Killing	590	FN
740	annihilation	annihilation	annihilation.n	n	Destroying	417	FN
741	annihilation	annihilation	annihilation.n	n	Killing	590	FN
742	announce	announce	announce.v	v	Omen	412	FN
743	announce	announce	announce.v	v	Statement	43	FN
744	announce	announce	announce.v	v	Statement	43	training
745	announced	announce	announce.v	v	Statement	43	training
746	announcement	announcement	announcement.n	n	Statement	43	FN
747	announcement	announcement	announcement.n	n	Statement	43	training
748	announces	announce	announce.v	v	Statement	43	training
749	announcing	announce	announce.v	v	Statement	43	training
750	annoy	annoy	annoy.v	v	Experiencer_obj	47	FN
751	annoyance	annoyance	annoyance.n	n	Emotion_directed	46	FN
752	annoyance	annoyance	annoyance.n	n	Stimulus_focus	364	FN
753	annoyed	annoyed	annoyed.a	a	Annoyance	2049	FN
754	annoying	annoying	annoying.a	a	Stimulus_focus	364	FN
755	annual	annual	annual.a	a	Frequency	80	FN
756	annual	annual	annual.a	a	Frequency	80	training
757	anoint	anoint	anoint.v	v	Filling	59	FN
758	anoint	anoint	anoint.v	v	Rite	301	FN
759	anorexia	anorexia	anorexia.n	n	Medical_conditions	239	FN
760	another	another	another.a	a	Increment	1001	FN
761	another	another	another.a	a	Increment	1001	training
762	another	another	another.n	n	Increment	1001	FN
763	another	another	another.n	n	Increment	1001	training
764	answer	answer	answer.n	n	Communication_response	42	FN
765	answer	answer	answer.n	n	Communication_response	42	training
766	answer	answer	answer.v	v	Communication_response	42	FN
767	answer	answer	answer.v	v	Communication_response	42	training
768	antagonize	antagonize	antagonize.v	v	Experiencer_obj	47	FN
769	ante	ante	ante.prep	prep	Time_vector	379	FN
770	antecedent	antecedent	antecedent.a	a	Relative_time	81	FN
771	antechamber	antechamber	antechamber.n	n	Building_subparts	188	FN
772	antenna	antenna	antenna.n	n	Observable_body_parts	119	FN
773	antennae	antenna	antenna.n	n	Observable_body_parts	119	training
774	anteroom	anteroom	anteroom.n	n	Building_subparts	188	FN
775	anticipate	anticipate	anticipate.v	v	Expectation	26	FN
776	antipathy	antipathy	antipathy.n	n	Experiencer_focus	48	FN
777	antler	antler	antler.n	n	Observable_body_parts	119	FN
778	antonym	antonym	antonym.n	n	Word_relations	404	FN
779	anus	anus	anus.n	n	Observable_body_parts	119	FN
780	anxious	anxious	anxious.a	a	Emotion_directed	46	FN
781	anxious	anxious	anxious.a	a	Emotion_directed	46	training
782	any	any	any.a	a	Quantity	189	FN
783	any	any	any.a	a	Quantity	189	training
784	apartment	apartment	apartment.n	n	Building_subparts	188	FN
785	apartment	apartment	apartment.n	n	Building_subparts	188	training
786	ape	ape	ape.v	v	Imitating	1672	FN
787	apex	apex	apex.n	n	Part_orientational	143	FN
788	apocalypse	apocalypse	apocalypse.n	n	Catastrophe	115	FN
789	appalled	appalled	appalled.a	a	Emotion_directed	46	FN
790	appalling	appalling	appalling.a	a	Desirability	354	FN
791	appalling	appalling	appalling.a	a	Stimulus_focus	364	FN
792	apparatus	apparatus	apparatus.n	n	Gizmo	106	FN
793	apparel	apparel	apparel.n	n	Clothing	134	FN
794	appeal	appeal	appeal.n	n	Appeal	504	FN
795	appeal	appeal	appeal.n	n	Request	41	FN
796	appeal	appeal	appeal.v	v	Appeal	504	FN
797	appeal	appeal	appeal.v	v	Experiencer_obj	47	FN
798	appear	appear	appear.v	v	Appearance	67	FN
799	appear	appear	appear.v	v	Appearance	67	training
800	appear	appear	appear.v	v	Coming_to_be	316	FN
801	appear	appear	appear.v	v	Coming_to_be	316	training
802	appeared	appear	appear.v	v	Appearance	67	training
803	appeared	appear	appear.v	v	Coming_to_be	316	training
